1;8;9
1;9;35
1;10;19
1;11;15
1;12;24
1;13;43
1;14;45
1;15;48
1;16;20
1;17;5
2;8;15
2;9;38
2;10;41
2;11;44
2;12;68
2;13;66
2;14;48
2;15;41
2;16;71
3;8;0
3;9;8
3;10;16
3;11;19
3;12;48
3;13;55
3;14;33
3;15;31
3;16;19
4;8;0
4;9;79
4;10;52
4;11;39
4;12;24
4;13;54
4;14;48
4;15;25
4;16;13
5;8;0
5;9;2
5;10;4
5;11;10
5;12;6
5;13;9
5;14;16
5;15;29
5;16;87
6;8;0
6;9;2
6;10;16
6;11;42
6;12;3
6;13;4
6;14;17
6;15;73
6;16;12
7;8;0
7;9;0
7;10;20
7;11;64
7;12;10
7;13;13
7;14;54
7;15;52
7;16;0
8;8;16
8;9;27
8;10;59
8;11;42
8;12;89
8;13;38
8;14;32
8;15;23
8;16;16
9;8;0
9;9;39
9;10;69
9;11;65
9;12;48
9;13;103
9;14;105
9;15;56
9;16;25
10;8;145
10;9;9
10;10;8
10;11;6
10;12;8
10;13;66
10;14;69
10;15;13
10;16;3
11;8;1
11;9;28
11;10;17
11;11;17
11;12;29
11;13;39
11;14;35
11;15;20
11;16;11
12;9;239
12;10;89
12;11;74
12;12;11
12;13;10
12;14;34
12;15;73
12;16;14
13;8;0
13;9;41
13;10;63
13;11;50
13;12;26
13;13;136
13;14;141
13;15;127
13;16;138
14;9;130
14;10;91
14;11;61
14;12;13
14;13;33
14;14;38
14;15;67
14;16;79
15;9;0
15;10;1
15;11;2
15;12;7
15;13;11
15;14;5
15;15;6
15;16;8
16;8;0
16;9;29
16;10;17
16;11;47
16;12;55
16;13;73
16;14;71
16;15;25
16;16;43
17;8;0
17;9;17
17;10;7
17;11;8
17;12;10
17;13;12
17;14;39
17;15;28
17;16;1
18;8;0
18;9;8
18;10;13
18;11;11
18;12;6
18;13;14
18;14;24
18;15;19
18;16;4
19;8;30
19;9;31
19;10;17
19;11;31
19;12;30
19;13;49
19;14;56
19;15;23
19;16;25
20;8;758
20;9;1012
20;10;1034
20;11;1138
20;12;1206
20;13;1167
20;14;1078
20;15;1060
20;16;922
20;17;421
21;8;244
21;9;294
21;10;317
21;11;330
21;12;365
21;13;399
21;14;347
21;15;321
21;16;297
21;17;237
22;8;413
22;9;479
22;10;501
22;11;538
22;12;653
22;13;604
22;14;514
22;15;497
22;16;506
22;17;688
23;8;354
23;9;213
23;10;265
23;11;275
23;12;291
23;13;341
23;14;295
23;15;305
23;16;313
24;8;162
24;9;169
24;10;177
24;11;185
24;12;178
24;13;200
24;14;223
24;15;198
24;16;251
25;8;391
25;9;181
25;10;176
25;11;189
25;12;224
25;13;273
25;14;212
25;15;150
25;16;154
25;17;0
26;8;140
26;9;174
26;10;191
26;11;217
26;12;223
26;13;258
26;14;242
26;15;211
26;16;216
27;8;236
27;9;215
27;10;231
27;11;287
27;12;320
27;13;282
27;14;255
27;15;222
27;16;212
27;17;3
28;8;217
28;9;321
28;10;342
28;11;407
28;12;398
28;13;378
28;14;348
28;15;319
28;16;293
28;17;385
29;8;168
29;9;355
29;10;298
29;11;250
29;12;275
29;13;309
29;14;283
29;15;243
29;16;192
30;8;70
30;9;165
30;10;206
30;11;216
30;12;221
30;13;233
30;14;248
30;15;235
30;16;228
31;8;253
31;9;159
31;10;190
31;11;198
31;12;206
31;13;213
31;14;239
31;15;239
31;16;257
32;8;94
32;9;204
32;10;261
32;11;297
32;12;330
32;13;274
32;14;259
32;15;260
32;16;246
33;8;239
33;9;446
33;10;381
33;11;431
33;12;487
33;13;443
33;14;427
33;15;395
33;16;453
33;17;442
34;8;173
34;9;206
34;10;250
34;11;277
34;12;277
34;13;267
34;14;275
34;15;235
34;16;249
34;17;74
35;8;106
35;9;318
35;10;256
35;11;294
35;12;319
35;13;288
35;14;261
35;15;232
35;16;232
35;17;39
36;8;252
36;9;215
36;10;251
36;11;282
36;12;316
36;13;323
36;14;288
36;15;277
36;16;338
37;8;184
37;9;255
37;10;260
37;11;250
37;12;296
37;13;313
37;14;268
37;15;256
37;16;315
38;8;1185
38;9;330
38;10;317
38;11;336
38;12;338
38;13;330
38;14;298
38;15;291
38;16;339
39;8;29
39;9;78
39;10;72
39;11;95
39;12;83
39;13;95
39;14;88
39;15;151
39;16;77
40;8;8
40;9;9
40;10;16
40;11;18
40;12;16
40;13;11
40;14;9
40;15;6
40;16;3
41;8;0
41;9;12
41;10;13
41;11;15
41;12;40
41;13;95
41;14;66
41;15;3
41;16;3
42;8;0
42;9;5
42;10;7
42;11;13
42;12;8
42;13;19
42;14;28
42;15;4
42;16;5
43;8;3
43;9;2
43;10;13
43;11;20
43;12;42
43;13;21
43;14;57
43;15;66
43;16;108
44;8;0
44;9;3
44;10;4
44;11;8
44;12;6
44;13;4
44;14;8
44;15;7
44;16;3
45;8;1
45;9;90
45;10;37
45;11;93
45;12;87
45;13;41
45;14;34
45;15;14
45;16;24
46;8;0
46;9;98
46;10;45
46;11;1
46;12;18
46;13;30
46;14;15
46;15;5
46;16;2
47;8;31
47;9;129
47;10;142
47;11;140
47;12;155
47;13;173
47;14;169
47;15;176
47;16;183
47;17;118
48;8;34
48;9;86
48;10;117
48;11;140
48;12;175
48;13;149
48;14;126
48;15;99
48;16;97
48;17;20
49;8;40
49;9;56
49;10;80
49;11;89
49;12;118
49;13;127
49;14;115
49;15;96
49;16;89
49;17;511
49;22;7
50;8;110
50;9;198
50;10;178
50;11;179
50;12;185
50;13;224
50;14;231
50;15;189
50;16;220
50;17;1
51;8;113
51;9;200
51;10;167
51;11;201
51;12;200
51;13;211
51;14;178
51;15;150
51;16;140
51;17;2
52;8;71
52;9;169
52;10;200
52;11;190
52;12;186
52;13;236
52;14;206
52;15;186
52;16;137
52;17;52
53;8;210
53;9;176
53;10;151
53;11;178
53;12;186
53;13;191
53;14;165
53;15;173
53;16;125
54;8;82
54;9;243
54;10;187
54;11;188
54;12;223
54;13;211
54;14;160
54;15;131
54;16;112
54;17;78
55;8;36
55;9;120
55;10;114
55;11;119
55;12;109
55;13;109
55;14;118
55;15;102
55;16;107
55;17;1
56;8;254
56;9;344
56;10;318
56;11;317
56;12;340
56;13;312
56;14;305
56;15;289
56;16;287
57;8;591
57;9;1019
57;10;953
57;11;1016
57;12;1113
57;13;1102
57;14;1026
57;15;936
57;16;844
57;17;114
58;8;103
58;9;164
58;10;176
